院校名称,年份,省份,科类,批次,最低分,最低位次,平均分,招生人数,院校代码
锦州医科大学,2024,陕西,理科,本科二批,470,64393,,5,锦州医科大学
山东第一医科大学,2024,陕西,理科,本科二批,470,64446,,22,山东第一医科大学
青岛酒店管理职业技术学院,2024,陕西,文科,专科批,348,64581,,,青岛酒店管理职业技术
河南理工大学,2024,陕西,理科,本科二批,470,64644,,77,河南理工大学
大连民族大学,2024,陕西,理科,本科二批,470,64721,,3,大连民族大学
成都工业学院,2024,陕西,理科,本科二批,470,64745,,22,成都工业学院
应急管理大学,2024,陕西,理科,本科二批,469,64774,,11,应急管理大学
南京工程学院,2024,陕西,理科,本科二批,469,64786,,34,南京工程学院
山东轻工职业学院,2024,陕西,文科,专科批,347,64822,,,山东轻工职业学院
山东医药大学,2024,陕西,理科,本科二批,469,64840,,20,山东医药大学
南通大学,2024,陕西,理科,本科二批,469,64882,,24,南通大学
西南科技大学,2024,陕西,理科,本科二批,469,64901,,39,西南科技大学
四川外国语大学,2024,陕西,理科,本科二批,469,65019,,31,四川外国语大学
山东建筑大学,2024,陕西,理科,本科二批,469,65074,,2,山东建筑大学
武汉船舶职业技术学院,2024,陕西,文科,专科批,347,65085,,,武汉船舶职业技术学院
天津滨海职业学院,2024,陕西,文科,专科批,346,65234,,,天津滨海职业学院
沈阳化工大学,2024,陕西,理科,本科二批,469,65340,,15,沈阳化工大学
四川轻化工大学,2024,陕西,理科,本科二批,469,65352,,29,四川轻化工大学
甘肃医学院,2024,陕西,理科,本科二批,469,65418,,20,甘肃医学院
烟台大学,2024,陕西,理科,本科二批,469,65430,,79,烟台大学
大连工业大学,2024,陕西,理科,本科二批,469,65433,,12,大连工业大学
湖南工程职业技术学院,2024,陕西,文科,专科批,345,65475,,,湖南工程职业技术学院
江西应用技术职业学院,2024,陕西,文科,专科批,345,65559,,,江西应用技术职业学院
重庆中医药学院,2024,陕西,理科,本科二批,468,65580,,16,重庆中医药学院
天津交通职业学院,2024,陕西,文科,专科批,345,65675,,,天津交通职业学院
湖北经济学院,2024,陕西,理科,本科二批,468,65700,,5,湖北经济学院
青岛港湾职业技术学院,2024,陕西,文科,专科批,344,65758,,,青岛港湾职业技术学院
山西中医药大学,2024,陕西,理科,本科二批,468,65796,,25,山西中医药大学
中华女子学院,2024,陕西,理科,本科二批,468,65845,,3,中华女子学院
南昌医学院,2024,陕西,理科,本科二批,468,65927,,22,南昌医学院
甘肃中医药大学,2024,陕西,理科,本科二批,468,65956,,16,甘肃中医药大学
海南外国语职业学院,2024,陕西,文科,专科批,344,65959,,,海南外国语职业学院
河南中医药大学,2024,陕西,理科,本科二批,468,65983,,10,河南中医药大学
江苏海洋大学,2024,陕西,理科,本科二批,468,66022,,15,江苏海洋大学
河北交通职业技术学院,2024,陕西,文科,专科批,343,66083,,,河北交通职业技术学院
贵州医科大学,2024,陕西,理科,本科二批,467,66205,,3,贵州医科大学
河北科技大学,2024,陕西,理科,本科二批,467,66241,,40,河北科技大学
北华大学,2024,陕西,理科,本科二批,467,66502,,3,北华大学
内蒙古财经大学,2024,陕西,理科,本科二批,467,66508,,10,内蒙古财经大学
贵州中医药大学,2024,陕西,理科,本科二批,467,66552,,5,贵州中医药大学
湖南医药学院,2024,陕西,理科,本科二批,467,66558,,6,湖南医药学院
广东药科大学,2024,陕西,理科,本科二批,467,66632,,23,广东药科大学
山西师范大学,2024,陕西,理科,本科二批,467,66656,,37,山西师范大学
天津医科大学临床医学院,2024,陕西,理科,本科二批,467,66701,,11,天津医科大学临床医学
山东水利职业学院,2024,陕西,文科,专科批,341,66718,,,山东水利职业学院
三峡大学科技学院,2024,陕西,文科,专科批,341,66752,,,三峡大学科技学院
河南财政金融学院,2024,陕西,理科,本科二批,467,66811,,4,河南财政金融学院
西安文理学院,2024,陕西,理科,本科二批,467,66861,,1098,西安文理学院
曲阜师范大学,2024,陕西,理科,本科二批,466,66899,,19,曲阜师范大学
闽南师范大学,2024,陕西,理科,本科二批,466,66938,,16,闽南师范大学
昆明冶金职业大学,2024,陕西,文科,专科批,340,66943,,,昆明冶金职业大学
武汉商学院,2024,陕西,文科,专科批,340,66949,,,武汉商学院
浙江传媒学院,2024,陕西,理科,本科二批,466,66976,,19,浙江传媒学院
吉林财经大学,2024,陕西,理科,本科二批,466,66983,,26,吉林财经大学
广西师范大学,2024,陕西,理科,本科二批,466,67017,,24,广西师范大学
成都医学院,2024,陕西,理科,本科二批,466,67060,,15,成都医学院
重庆三峡科技大学,2024,陕西,理科,本科二批,466,67081,,22,重庆三峡科技大学
山东中医药大学,2024,陕西,理科,本科二批,466,67114,,19,山东中医药大学
宁波工程学院,2024,陕西,理科,本科二批,466,67300,,2,宁波工程学院
江西水利电力大学,2024,陕西,理科,本科二批,466,67301,,20,江西水利电力大学
浙江海洋大学,2024,陕西,理科,本科二批,466,67384,,35,浙江海洋大学
安徽中医药大学,2024,陕西,理科,本科二批,466,67386,,11,安徽中医药大学
西南医科大学,2024,陕西,理科,本科二批,466,67448,,30,西南医科大学
华北理工大学,2024,陕西,理科,本科二批,466,67450,,111,华北理工大学
齐齐哈尔医学院,2024,陕西,理科,本科二批,466,67473,,20,齐齐哈尔医学院
天津商业大学,2024,陕西,理科,本科二批,466,67511,,10,天津商业大学
湖北工业职业技术学院,2024,陕西,文科,专科批,338,67530,,,湖北工业职业技术学院
成都师范学院,2024,陕西,理科,本科二批,466,67555,,20,成都师范学院
长春中医药大学,2024,陕西,理科,本科二批,465,67685,,6,长春中医药大学
山东理工大学,2024,陕西,理科,本科二批,465,67713,,82,山东理工大学
上海中侨职业技术大学,2024,陕西,文科,专科批,337,67802,,,上海中侨职业技术大学
河南师范大学,2024,陕西,理科,本科二批,465,67818,,10,河南师范大学
云南中医药大学,2024,陕西,理科,本科二批,465,67829,,4,云南中医药大学
西安明德理工学院,2024,陕西,文科,专科批,336,67862,,,西安明德理工学院
黑龙江农业工程职业技术大学,2024,陕西,文科,专科批,336,67948,,,黑龙江农业工程职业技
济宁医学院,2024,陕西,理科,本科二批,465,67966,,20,济宁医学院
内蒙古工业大学,2024,陕西,理科,本科二批,465,67980,,76,内蒙古工业大学
金陵科技学院,2024,陕西,理科,本科二批,465,68059,,11,金陵科技学院
长春大学,2024,陕西,理科,本科二批,465,68174,,43,长春大学
广东技术师范大学,2024,陕西,理科,本科二批,464,68266,,2,广东技术师范大学
北方民族大学,2024,陕西,理科,本科二批,464,68320,,25,北方民族大学
北方民族大学,2024,陕西,理科,本科二批,464,68329,,2,北方民族大学
湖北医药学院,2024,陕西,理科,本科二批,464,68336,,20,湖北医药学院
川北医学院,2024,陕西,理科,本科二批,464,68369,,3,川北医学院
云南师范大学,2024,陕西,理科,本科二批,464,68511,,15,云南师范大学
昆明医科大学,2024,陕西,理科,本科二批,464,68563,,1,昆明医科大学
大连海洋大学,2024,陕西,理科,本科二批,464,68723,,10,大连海洋大学
湖北商贸学院,2024,陕西,文科,专科批,332,68931,,,湖北商贸学院
云南财经大学,2024,陕西,理科,本科二批,464,68954,,27,云南财经大学
上海健康医学院,2024,陕西,理科,本科二批,463,68972,,15,上海健康医学院
武汉体育学院,2024,陕西,理科,本科二批,463,69025,,4,武汉体育学院
承德医学院,2024,陕西,理科,本科二批,463,69040,,4,承德医学院
云南林业职业技术学院,2024,陕西,文科,专科批,331,69098,,,云南林业职业技术学院
重庆文理学院,2024,陕西,理科,本科二批,463,69102,,41,重庆文理学院
黑龙江科技大学,2024,陕西,理科,本科二批,463,69104,,30,黑龙江科技大学
河北工程大学,2024,陕西,理科,本科二批,463,69106,,201,河北工程大学
湖北汽车工业学院,2024,陕西,理科,本科二批,463,69155,,2,湖北汽车工业学院
临沂大学,2024,陕西,理科,本科二批,463,69159,,21,临沂大学
湖南第一师范学院,2024,陕西,理科,本科二批,463,69216,,50,湖南第一师范学院
兰州财经大学,2024,陕西,理科,本科二批,463,69252,,54,兰州财经大学
福建警察学院,2024,陕西,理科,本科二批,463,69286,,7,福建警察学院
大连职业技术学院,2024,陕西,文科,专科批,330,69325,,,大连职业技术学院
江西中医药大学,2024,陕西,理科,本科二批,463,69337,,23,江西中医药大学
福建水利电力职业技术学院,2024,陕西,文科,专科批,330,69355,,,福建水利电力职业技术
长沙学院,2024,陕西,理科,本科二批,463,69361,,14,长沙学院
内江师范学院,2024,陕西,理科,本科二批,463,69368,,11,内江师范学院
丽江文化旅游学院,2024,陕西,文科,专科批,330,69447,,,丽江文化旅游学院
辽宁石油化工大学,2024,陕西,理科,本科二批,463,69454,,15,辽宁石油化工大学
湖南城建职业技术学院,2024,陕西,文科,专科批,329,69537,,,湖南城建职业技术学院
湖南女子学院,2024,陕西,理科,本科二批,463,69541,,4,湖南女子学院
山东政法学院,2024,陕西,理科,本科二批,463,69642,,15,山东政法学院
吉首大学,2024,陕西,理科,本科二批,463,69697,,,吉首大学
江苏理工学院,2024,陕西,理科,本科二批,462,69725,,24,江苏理工学院
南京晓庄学院,2024,陕西,理科,本科二批,462,69771,,8,南京晓庄学院
湖北城市建设职业技术学院,2024,陕西,文科,专科批,328,69878,,,湖北城市建设职业技术
吉林医药学院,2024,陕西,理科,本科二批,462,69882,,28,吉林医药学院
广东海洋大学,2024,陕西,理科,本科二批,462,69934,,29,广东海洋大学
上海济光职业技术学院,2024,陕西,文科,专科批,327,69940,,,上海济光职业技术学院
广西医科大学,2024,陕西,理科,本科二批,462,70073,,16,广西医科大学
重庆第二师范学院,2024,陕西,理科,本科二批,462,70286,,11,重庆第二师范学院
天津城建大学,2024,陕西,理科,本科二批,462,70362,,32,天津城建大学
南昌理工学院,2024,陕西,文科,专科批,326,70387,,,南昌理工学院
新疆第二医学院,2024,陕西,理科,本科二批,461,70421,,25,新疆第二医学院
天津职业技术师范大学,2024,陕西,理科,本科二批,461,70437,,5,天津职业技术师范大学
河北经贸大学,2024,陕西,理科,本科二批,461,70565,,64,河北经贸大学
长春工业大学,2024,陕西,理科,本科二批,461,70660,,60,长春工业大学
应急管理大学,2024,陕西,理科,本科二批,461,70661,,79,应急管理大学
大连民族大学,2024,陕西,理科,本科二批,461,70708,,7,大连民族大学
河北软件职业技术学院,2024,陕西,文科,专科批,324,70749,,,河北软件职业技术学院
上海商学院,2024,陕西,理科,本科二批,461,70854,,12,上海商学院
沈阳大学,2024,陕西,理科,本科二批,461,70895,,2,沈阳大学
贵州理工学院,2024,陕西,理科,本科二批,461,70898,,2,贵州理工学院
长江大学文理学院,2024,陕西,理科,本科二批,461,70927,,5,长江大学文理学院
北京农学院,2024,陕西,理科,本科二批,461,70946,,10,北京农学院
河北农业大学,2024,陕西,理科,本科二批,461,71025,,35,河北农业大学
浙江水利水电学院,2024,陕西,理科,本科二批,461,71026,,23,浙江水利水电学院
西北师范大学,2024,陕西,理科,本科二批,461,71080,,5,西北师范大学
景德镇陶瓷大学,2024,陕西,理科,本科二批,461,71109,,22,景德镇陶瓷大学
湖南幼儿师范高等专科学校,2024,陕西,文科,专科批,322,71123,,,湖南幼儿师范高等专科
山东青年政治学院,2024,陕西,理科,本科二批,460,71200,,10,山东青年政治学院
宜宾学院,2024,陕西,理科,本科二批,460,71238,,18,宜宾学院
河北医科大学临床学院,2024,陕西,理科,本科二批,460,71287,,22,河北医科大学临床学院
西安工商学院,2024,陕西,文科,专科批,321,71290,,,西安工商学院
山东航空学院,2024,陕西,理科,本科二批,460,71374,,13,山东航空学院
山东城市建设职业学院,2024,陕西,文科,专科批,320,71477,,,山东城市建设职业学院
安徽农业大学,2024,陕西,理科,本科二批,460,71512,,56,安徽农业大学
湖北民族大学,2024,陕西,理科,本科二批,460,71523,,6,湖北民族大学
湖北恩施学院,2024,陕西,文科,专科批,320,71579,,,湖北恩施学院
泰山科技学院,2024,陕西,文科,专科批,319,71670,,,泰山科技学院
西藏大学,2024,陕西,理科,本科二批,460,71831,,78,西藏大学
赣南医科大学,2024,陕西,理科,本科二批,459,71849,,10,赣南医科大学
广东石油化工学院,2024,陕西,理科,本科二批,459,71933,,13,广东石油化工学院
辽宁科技学院,2024,陕西,理科,本科二批,459,72144,,10,辽宁科技学院
四川文化艺术学院,2024,陕西,文科,专科批,317,72163,,,四川文化艺术学院
鲁东大学,2024,陕西,理科,本科二批,459,72199,,39,鲁东大学
桂林理工大学,2024,陕西,理科,本科二批,459,72225,,66,桂林理工大学
